"","area","year","species","mark","month","day","date","fish"
"446","13",2020,"Coho","M","Aug","19",18493,4.38461538461539
"447","05",2020,"Coho",NA,"Aug","20",18494,82.1298701298702
"448","05",2020,"Coho","M","Aug","20",18494,123.194805194805
"449","06",2020,"Coho",NA,"Aug","20",18494,10.2857142857143
"450","06",2020,"Coho","M","Aug","20",18494,30.8571428571429
"451","06",2020,"Coho","U","Aug","20",18494,10.2857142857143
"452","09",2020,"Coho","M","Aug","20",18494,81.1428571428572
"453","10",2020,"Coho","M","Aug","20",18494,60.463768115942
"454","10",2020,"Coho","U","Aug","20",18494,7.55797101449276
"455","11",2020,"Coho","M","Aug","20",18494,12.3636363636364
"456","11",2020,"Coho","U","Aug","20",18494,6.18181818181818
"457","12",2020,"Coho","M","Aug","20",18494,124.53781512605
"458","05",2020,"Coho",NA,"Aug","21",18495,41.0649350649351
"459","05",2020,"Coho","M","Aug","21",18495,547.532467532468
"460","06",2020,"Coho","M","Aug","21",18495,20.5714285714286
"461","09",2020,"Coho","M","Aug","21",18495,131.857142857143
"462","10",2020,"Coho","M","Aug","21",18495,37.7898550724638
"463","10",2020,"Coho","U","Aug","21",18495,22.6739130434783
"464","11",2020,"Coho","M","Aug","21",18495,6.18181818181818
"465","11",2020,"Coho","U","Aug","21",18495,6.18181818181818
"466","12",2020,"Coho","M","Aug","21",18495,114.159663865546
"467","12",2020,"Coho","U","Aug","21",18495,10.3781512605042
"468","05",2020,"Coho",NA,"Aug","22",18496,68.4415584415585
"469","05",2020,"Coho","M","Aug","22",18496,766.545454545455
"470","06",2020,"Coho","M","Aug","22",18496,113.142857142857
"471","07",2020,"Coho","M","Aug","22",18496,111.196581196581
"472","07",2020,"Coho","U","Aug","22",18496,55.5982905982906
"473","09",2020,"Coho",NA,"Aug","22",18496,10.1428571428571
"474","09",2020,"Coho","M","Aug","22",18496,142
"475","10",2020,"Coho",NA,"Aug","22",18496,7.55797101449276
"476","10",2020,"Coho","M","Aug","22",18496,151.159420289855
"477","10",2020,"Coho","U","Aug","22",18496,173.833333333333
"478","11",2020,"Coho","M","Aug","22",18496,12.3636363636364
"479","12",2020,"Coho",NA,"Aug","22",18496,20.7563025210084
"480","12",2020,"Coho","M","Aug","22",18496,103.781512605042
"481","13",2020,"Coho","M","Aug","22",18496,4.38461538461539
"482","05",2020,"Coho","M","Aug","23",18497,629.662337662338
"483","06",2020,"Coho","M","Aug","23",18497,51.4285714285714
"484","07",2020,"Coho",NA,"Aug","23",18497,11.1196581196581
"485","07",2020,"Coho","M","Aug","23",18497,44.4786324786325
"486","07",2020,"Coho","U","Aug","23",18497,55.5982905982906
"487","09",2020,"Coho","M","Aug","23",18497,131.857142857143
"488","10",2020,"Coho",NA,"Aug","23",18497,30.231884057971
"489","10",2020,"Coho","M","Aug","23",18497,158.717391304348
"490","10",2020,"Coho","U","Aug","23",18497,98.2536231884058
"491","11",2020,"Coho","M","Aug","23",18497,12.3636363636364
"492","12",2020,"Coho","M","Aug","23",18497,166.050420168067
"493","12",2020,"Coho","U","Aug","23",18497,20.7563025210084
"494","05",2020,"Coho",NA,"Aug","24",18498,14.3598820058997
"495","05",2020,"Coho","M","Aug","24",18498,402.076696165192
"496","06",2020,"Coho",NA,"Aug","24",18498,9.44444444444445
"497","06",2020,"Coho","M","Aug","24",18498,47.2222222222222
"498","07",2020,"Coho","M","Aug","24",18498,66.7179487179487
"499","09",2020,"Coho","M","Aug","24",18498,84.8571428571429
"500","10",2020,"Coho",NA,"Aug","24",18498,9.66393442622951
"501","10",2020,"Coho","M","Aug","24",18498,164.286885245902
"502","10",2020,"Coho","U","Aug","24",18498,154.622950819672
"503","11",2020,"Coho","M","Aug","24",18498,90.9859154929578
"504","11",2020,"Coho","U","Aug","24",18498,18.1971830985916
"505","12",2020,"Coho","M","Aug","24",18498,124.53781512605
"506","12",2020,"Coho","U","Aug","24",18498,10.3781512605042
"507","05",2020,"Coho","M","Aug","25",18499,488.23598820059
"508","06",2020,"Coho","M","Aug","25",18499,75.5555555555556
"509","07",2020,"Coho",NA,"Aug","25",18499,11.1196581196581
"510","07",2020,"Coho","M","Aug","25",18499,55.5982905982906
"511","07",2020,"Coho","U","Aug","25",18499,22.2393162393162
"512","09",2020,"Coho",NA,"Aug","25",18499,9.42857142857143
"513","09",2020,"Coho","M","Aug","25",18499,47.1428571428572
"514","10",2020,"Coho","M","Aug","25",18499,77.3114754098361
"515","10",2020,"Coho","U","Aug","25",18499,193.27868852459
"516","11",2020,"Coho","M","Aug","25",18499,36.3943661971831
"517","11",2020,"Coho","U","Aug","25",18499,27.2957746478873
"518","12",2020,"Coho","M","Aug","25",18499,93.4033613445378
"519","12",2020,"Coho","U","Aug","25",18499,20.7563025210084
"520","13",2020,"Coho","M","Aug","25",18499,13.1538461538462
"521","05",2020,"Coho","M","Aug","26",18500,244.117994100295
"522","06",2020,"Coho","M","Aug","26",18500,28.3333333333333
"523","07",2020,"Coho","M","Aug","26",18500,22.2393162393162
"524","09",2020,"Coho",NA,"Aug","26",18500,9.42857142857143
"525","09",2020,"Coho","M","Aug","26",18500,84.8571428571429
"526","10",2020,"Coho",NA,"Aug","26",18500,19.327868852459
"527","10",2020,"Coho","M","Aug","26",18500,173.950819672131
"528","10",2020,"Coho","U","Aug","26",18500,125.631147540984
"529","11",2020,"Coho","M","Aug","26",18500,27.2957746478873
"530","11",2020,"Coho","U","Aug","26",18500,18.1971830985916
"531","12",2020,"Coho","M","Aug","26",18500,186.806722689076
"532","12",2020,"Coho","U","Aug","26",18500,41.5126050420168
"533","05",2020,"Coho",NA,"Aug","27",18501,43.0796460176991
"534","05",2020,"Coho","M","Aug","27",18501,473.87610619469
"535","06",2020,"Coho","M","Aug","27",18501,18.8888888888889
"536","07",2020,"Coho","M","Aug","27",18501,44.4786324786325
"537","07",2020,"Coho","U","Aug","27",18501,11.1196581196581
"538","09",2020,"Coho","M","Aug","27",18501,84.8571428571429
"539","10",2020,"Coho",NA,"Aug","27",18501,9.66393442622951
"540","10",2020,"Coho","M","Aug","27",18501,38.655737704918
"541","10",2020,"Coho","U","Aug","27",18501,96.6393442622951
"542","11",2020,"Coho",NA,"Aug","27",18501,18.1971830985916
"543","11",2020,"Coho","M","Aug","27",18501,72.7887323943662
"544","11",2020,"Coho","U","Aug","27",18501,18.1971830985916
"545","12",2020,"Coho","M","Aug","27",18501,41.5126050420168
"546","12",2020,"Coho","U","Aug","27",18501,10.3781512605042
"547","05",2020,"Coho",NA,"Aug","28",18502,71.7994100294985
"548","05",2020,"Coho","M","Aug","28",18502,631.834808259587
"549","06",2020,"Coho","M","Aug","28",18502,9.44444444444445
"550","07",2020,"Coho",NA,"Aug","28",18502,33.3589743589744
"551","07",2020,"Coho","M","Aug","28",18502,44.4786324786325
"552","07",2020,"Coho","U","Aug","28",18502,55.5982905982906
"553","09",2020,"Coho","M","Aug","28",18502,75.4285714285715
"554","10",2020,"Coho","M","Aug","28",18502,106.303278688525
"555","10",2020,"Coho","U","Aug","28",18502,106.303278688525
"556","11",2020,"Coho","M","Aug","28",18502,45.4929577464789
"557","11",2020,"Coho","U","Aug","28",18502,36.3943661971831
"558","12",2020,"Coho",NA,"Aug","28",18502,10.3781512605042
"559","12",2020,"Coho","M","Aug","28",18502,197.18487394958
"560","05",2020,"Coho",NA,"Aug","29",18503,114.879056047198
"561","05",2020,"Coho","M","Aug","29",18503,746.713864306785
"562","06",2020,"Coho","M","Aug","29",18503,28.3333333333333
"563","07",2020,"Coho",NA,"Aug","29",18503,22.2393162393162
"564","07",2020,"Coho","M","Aug","29",18503,44.4786324786325
"565","07",2020,"Coho","U","Aug","29",18503,66.7179487179487
"566","09",2020,"Coho",NA,"Aug","29",18503,9.42857142857143
"567","09",2020,"Coho","M","Aug","29",18503,94.2857142857143
"568","10",2020,"Coho",NA,"Aug","29",18503,48.3196721311475
"569","10",2020,"Coho","M","Aug","29",18503,212.606557377049
"570","10",2020,"Coho","U","Aug","29",18503,173.950819672131
"571","11",2020,"Coho",NA,"Aug","29",18503,9.09859154929578
"572","11",2020,"Coho","M","Aug","29",18503,63.6901408450704
"573","11",2020,"Coho","U","Aug","29",18503,27.2957746478873
"574","12",2020,"Coho","M","Aug","29",18503,20.7563025210084
"575","13",2020,"Coho","M","Aug","29",18503,8.76923076923077
"576","05",2020,"Coho",NA,"Aug","30",18504,57.4395280235988
"577","05",2020,"Coho","M","Aug","30",18504,717.994100294985
"578","06",2020,"Coho","M","Aug","30",18504,94.4444444444445
"579","07",2020,"Coho",NA,"Aug","30",18504,55.5982905982906
"580","07",2020,"Coho","M","Aug","30",18504,122.316239316239
"581","07",2020,"Coho","U","Aug","30",18504,133.435897435897
"582","09",2020,"Coho",NA,"Aug","30",18504,18.8571428571429
"583","09",2020,"Coho","M","Aug","30",18504,9.42857142857143
"584","10",2020,"Coho","M","Aug","30",18504,115.967213114754
"585","10",2020,"Coho","U","Aug","30",18504,231.934426229508
"586","11",2020,"Coho",NA,"Aug","30",18504,18.1971830985916
"587","11",2020,"Coho","M","Aug","30",18504,54.5915492957747
"588","11",2020,"Coho","U","Aug","30",18504,27.2957746478873
"589","12",2020,"Coho","M","Aug","30",18504,62.2689075630252
"590","12",2020,"Coho","U","Aug","30",18504,20.7563025210084
"591","05",2020,"Coho",NA,"Aug","31",18505,114.879056047198
"592","05",2020,"Coho","M","Aug","31",18505,746.713864306785
"593","06",2020,"Coho","M","Aug","31",18505,28.3333333333333
"594","07",2020,"Coho",NA,"Aug","31",18505,22.2393162393162
"595","07",2020,"Coho","M","Aug","31",18505,33.3589743589744
"596","07",2020,"Coho","U","Aug","31",18505,111.196581196581
"597","09",2020,"Coho","M","Aug","31",18505,45.1875
"598","10",2020,"Coho",NA,"Aug","31",18505,9.66393442622951
"599","10",2020,"Coho","M","Aug","31",18505,125.631147540984
"600","10",2020,"Coho","U","Aug","31",18505,164.286885245902
"601","11",2020,"Coho","M","Aug","31",18505,18.1971830985916
"602","11",2020,"Coho","U","Aug","31",18505,18.1971830985916
"603","12",2020,"Coho","M","Aug","31",18505,259.453781512605
"604","12",2020,"Coho","U","Aug","31",18505,51.890756302521
"605","05",2020,"Coho",NA,"Sep","01",18506,71.4648552864737
"606","05",2020,"Coho","M","Sep","01",18506,657.476668635558
"607","06",2020,"Coho",NA,"Sep","01",18506,10.3100961538462
"608","06",2020,"Coho","M","Sep","01",18506,20.6201923076923
"609","07",2020,"Coho","M","Sep","01",18506,33.104347826087
"610","07",2020,"Coho","U","Sep","01",18506,77.2434782608696
"611","09",2020,"Coho",NA,"Sep","01",18506,18.075
"612","09",2020,"Coho","M","Sep","01",18506,54.225
"613","10",2020,"Coho",NA,"Sep","01",18506,29.924838940587
"614","10",2020,"Coho","M","Sep","01",18506,239.398711524696
"615","10",2020,"Coho","U","Sep","01",18506,199.49892627058
"616","11",2020,"Coho","M","Sep","01",18506,67.6666666666667
"617","11",2020,"Coho","U","Sep","01",18506,11.2777777777778
"618","12",2020,"Coho","M","Sep","01",18506,65.0555555555556
"619","12",2020,"Coho","U","Sep","01",18506,54.212962962963
"620","05",2020,"Coho",NA,"Sep","02",18507,28.5859421145895
"621","05",2020,"Coho","M","Sep","02",18507,700.355581807442
"622","06",2020,"Coho","M","Sep","02",18507,10.3100961538462
"623","07",2020,"Coho","M","Sep","02",18507,22.0695652173913
"624","07",2020,"Coho","U","Sep","02",18507,44.1391304347826
"625","09",2020,"Coho","M","Sep","02",18507,108.45
"626","10",2020,"Coho","M","Sep","02",18507,209.473872584109
"627","10",2020,"Coho","U","Sep","02",18507,179.549033643522
"628","11",2020,"Coho",NA,"Sep","02",18507,67.6666666666667
"629","11",2020,"Coho","M","Sep","02",18507,90.2222222222222
"630","11",2020,"Coho","U","Sep","02",18507,11.2777777777778
"631","12",2020,"Coho","M","Sep","02",18507,184.324074074074
"632","12",2020,"Coho","U","Sep","02",18507,32.5277777777778
"633","05",2020,"Coho",NA,"Sep","03",18508,100.050797401063
"634","05",2020,"Coho","M","Sep","03",18508,743.234494979327
"635","05",2020,"Coho","U","Sep","03",18508,14.2929710572947
"636","06",2020,"Coho","M","Sep","03",18508,134.03125
"637","07",2020,"Coho",NA,"Sep","03",18508,44.1391304347826
"638","07",2020,"Coho","M","Sep","03",18508,44.1391304347826
"639","07",2020,"Coho","U","Sep","03",18508,99.3130434782609
"640","09",2020,"Coho",NA,"Sep","03",18508,18.075
"641","09",2020,"Coho","M","Sep","03",18508,72.3
"642","09",2020,"Coho","U","Sep","03",18508,9.0375
"643","10",2020,"Coho",NA,"Sep","03",18508,19.949892627058
"644","10",2020,"Coho","M","Sep","03",18508,199.49892627058
"645","10",2020,"Coho","U","Sep","03",18508,249.373657838225
"646","11",2020,"Coho",NA,"Sep","03",18508,11.2777777777778
"647","11",2020,"Coho","M","Sep","03",18508,67.6666666666667
"648","11",2020,"Coho","U","Sep","03",18508,45.1111111111111
"649","12",2020,"Coho",NA,"Sep","03",18508,10.8425925925926
"650","12",2020,"Coho","M","Sep","03",18508,130.111111111111
"651","05",2020,"Coho",NA,"Sep","04",18509,100.050797401063
"652","05",2020,"Coho","M","Sep","04",18509,814.699350265801
"653","06",2020,"Coho",NA,"Sep","04",18509,10.3100961538462
"654","06",2020,"Coho","M","Sep","04",18509,185.581730769231
"655","07",2020,"Coho",NA,"Sep","04",18509,55.1739130434783
"656","07",2020,"Coho","M","Sep","04",18509,99.3130434782609
"657","07",2020,"Coho","U","Sep","04",18509,143.452173913044
"658","09",2020,"Coho","M","Sep","04",18509,108.45
"659","10",2020,"Coho",NA,"Sep","04",18509,39.899785254116
"660","10",2020,"Coho","M","Sep","04",18509,369.073013600573
"661","10",2020,"Coho","U","Sep","04",18509,339.148174659986
"662","11",2020,"Coho",NA,"Sep","04",18509,22.5555555555556
"663","11",2020,"Coho","M","Sep","04",18509,112.777777777778
"664","11",2020,"Coho","U","Sep","04",18509,56.3888888888889
"665","12",2020,"Coho",NA,"Sep","04",18509,43.3703703703704
"666","12",2020,"Coho","M","Sep","04",18509,32.5277777777778
"667","13",2020,"Coho","M","Sep","04",18509,11.6470588235294
"668","05",2020,"Coho",NA,"Sep","05",18510,142.929710572947
"669","05",2020,"Coho","M","Sep","05",18510,1071.97282929711
"670","06",2020,"Coho","M","Sep","05",18510,144.341346153846
"671","07",2020,"Coho",NA,"Sep","05",18510,22.0695652173913
"672","07",2020,"Coho","M","Sep","05",18510,110.347826086957
"673","07",2020,"Coho","U","Sep","05",18510,99.3130434782609
"674","09",2020,"Coho",NA,"Sep","05",18510,18.075
"675","09",2020,"Coho","M","Sep","05",18510,117.4875
"676","10",2020,"Coho","M","Sep","05",18510,359.098067287044
"677","10",2020,"Coho","U","Sep","05",18510,319.198282032928
"678","11",2020,"Coho","M","Sep","05",18510,56.3888888888889
"679","11",2020,"Coho","U","Sep","05",18510,11.2777777777778
"680","12",2020,"Coho","M","Sep","05",18510,43.3703703703704
"681","12",2020,"Coho","U","Sep","05",18510,21.6851851851852
"682","05",2020,"Coho",NA,"Sep","06",18511,114.343768458358
"683","05",2020,"Coho","M","Sep","06",18511,1243.48848198464
"684","06",2020,"Coho",NA,"Sep","06",18511,10.3100961538462
"685","06",2020,"Coho","M","Sep","06",18511,164.961538461539
"686","07",2020,"Coho",NA,"Sep","06",18511,44.1391304347826
"687","07",2020,"Coho","M","Sep","06",18511,99.3130434782609
"688","07",2020,"Coho","U","Sep","06",18511,231.730434782609
"689","09",2020,"Coho",NA,"Sep","06",18511,9.0375
"690","09",2020,"Coho","M","Sep","06",18511,144.6
"691","10",2020,"Coho",NA,"Sep","06",18511,39.899785254116
"692","10",2020,"Coho","M","Sep","06",18511,309.223335719399
"693","10",2020,"Coho","U","Sep","06",18511,389.022906227631
"694","11",2020,"Coho",NA,"Sep","06",18511,22.5555555555556
"695","11",2020,"Coho","M","Sep","06",18511,22.5555555555556
"696","11",2020,"Coho","U","Sep","06",18511,56.3888888888889
"697","12",2020,"Coho","M","Sep","06",18511,10.8425925925926
"698","05",2020,"Coho",NA,"Sep","07",18512,14.2929710572947
"699","05",2020,"Coho","M","Sep","07",18512,700.355581807442
"700","06",2020,"Coho",NA,"Sep","07",18512,10.3100961538462
"701","06",2020,"Coho","M","Sep","07",18512,216.512019230769
"702","07",2020,"Coho","M","Sep","07",18512,49.8639455782313
"703","07",2020,"Coho","U","Sep","07",18512,49.8639455782313
"704","09",2020,"Coho",NA,"Sep","07",18512,15.2941176470588
"705","09",2020,"Coho","M","Sep","07",18512,53.5294117647059
"706","10",2020,"Coho","M","Sep","07",18512,109.724409448819
"707","10",2020,"Coho","U","Sep","07",18512,169.574087329993
"708","11",2020,"Coho","M","Sep","07",18512,22.5555555555556
"709","12",2020,"Coho","M","Sep","07",18512,10.8425925925926
"710","12",2020,"Coho","U","Sep","07",18512,21.6851851851852
"711","05",2020,"Coho","M","Sep","08",18513,300.15239220319
"712","06",2020,"Coho","M","Sep","08",18513,20.6201923076923
"713","07",2020,"Coho","M","Sep","08",18513,69.8095238095238
"714","07",2020,"Coho","U","Sep","08",18513,129.646258503401
"715","09",2020,"Coho","M","Sep","08",18513,30.5882352941177
"716","10",2020,"Coho","M","Sep","08",18513,129.674302075877
"717","10",2020,"Coho","U","Sep","08",18513,59.849677881174
"718","11",2020,"Coho","M","Sep","08",18513,22.5555555555556
"719","12",2020,"Coho","M","Sep","08",18513,10.8425925925926
"720","13",2020,"Coho","M","Sep","08",18513,23.2941176470588
"721","05",2020,"Coho",NA,"Sep","09",18514,28.5859421145895
"722","05",2020,"Coho","M","Sep","09",18514,457.375073833432
"723","06",2020,"Coho","M","Sep","09",18514,257.752403846154
"724","07",2020,"Coho",NA,"Sep","09",18514,19.9455782312925
"725","07",2020,"Coho","M","Sep","09",18514,49.8639455782313
"726","07",2020,"Coho","U","Sep","09",18514,169.537414965986
"727","09",2020,"Coho",NA,"Sep","09",18514,7.64705882352941
"728","09",2020,"Coho","M","Sep","09",18514,68.8235294117647
"729","10",2020,"Coho",NA,"Sep","09",18514,9.97494631352899
"730","10",2020,"Coho","M","Sep","09",18514,359.098067287044
"731","10",2020,"Coho","U","Sep","09",18514,259.348604151754
"732","11",2020,"Coho","M","Sep","09",18514,33.8333333333333
"733","12",2020,"Coho","M","Sep","09",18514,21.6851851851852
"734","05",2020,"Coho",NA,"Sep","10",18515,171.515652687537
"735","05",2020,"Coho","M","Sep","10",18515,1672.27761370349
"736","06",2020,"Coho",NA,"Sep","10",18515,10.3100961538462
"737","06",2020,"Coho","M","Sep","10",18515,329.923076923077
"738","07",2020,"Coho",NA,"Sep","10",18515,29.9183673469388
"739","07",2020,"Coho","M","Sep","10",18515,59.8367346938776
"740","07",2020,"Coho","U","Sep","10",18515,169.537414965986
"741","09",2020,"Coho","M","Sep","10",18515,68.8235294117647
"742","10",2020,"Coho",NA,"Sep","10",18515,19.949892627058
"743","10",2020,"Coho","M","Sep","10",18515,488.772369362921
"744","10",2020,"Coho","U","Sep","10",18515,418.947745168218
"745","11",2020,"Coho","M","Sep","10",18515,146.611111111111
"746","11",2020,"Coho","U","Sep","10",18515,33.8333333333333
"747","12",2020,"Coho","M","Sep","10",18515,21.6851851851852
"748","12",2020,"Coho","U","Sep","10",18515,10.8425925925926
"749","05",2020,"Coho",NA,"Sep","11",18516,57.171884229179
"750","05",2020,"Coho","M","Sep","11",18516,1214.90253987005
"751","07",2020,"Coho",NA,"Sep","11",18516,9.97278911564626
"752","07",2020,"Coho","M","Sep","11",18516,29.9183673469388
"753","07",2020,"Coho","U","Sep","11",18516,199.455782312925
"754","09",2020,"Coho",NA,"Sep","11",18516,22.9411764705882
"755","09",2020,"Coho","M","Sep","11",18516,45.8823529411765
"756","10",2020,"Coho",NA,"Sep","11",18516,9.97494631352899
"757","10",2020,"Coho","M","Sep","11",18516,389.022906227631
"758","10",2020,"Coho","U","Sep","11",18516,189.523979957051
"759","11",2020,"Coho","M","Sep","11",18516,124.055555555556
"760","11",2020,"Coho","U","Sep","11",18516,11.2777777777778
"761","12",2020,"Coho","U","Sep","11",18516,10.8425925925926
"762","13",2020,"Coho",NA,"Sep","11",18516,11.6470588235294
"763","05",2020,"Coho",NA,"Sep","12",18517,71.4648552864737
"764","05",2020,"Coho","M","Sep","12",18517,1329.24630832841
"765","06",2020,"Coho",NA,"Sep","12",18517,20.6201923076923
"766","06",2020,"Coho","M","Sep","12",18517,154.651442307692
"767","07",2020,"Coho",NA,"Sep","12",18517,19.9455782312925
"768","07",2020,"Coho","M","Sep","12",18517,99.7278911564626
"769","07",2020,"Coho","U","Sep","12",18517,149.591836734694
"770","09",2020,"Coho","M","Sep","12",18517,61.1764705882353
"771","10",2020,"Coho",NA,"Sep","12",18517,19.949892627058
"772","10",2020,"Coho","M","Sep","12",18517,339.148174659986
"773","10",2020,"Coho","U","Sep","12",18517,309.223335719399
"774","11",2020,"Coho","M","Sep","12",18517,22.5555555555556
"775","11",2020,"Coho","U","Sep","12",18517,11.2777777777778
"776","12",2020,"Coho","M","Sep","12",18517,21.6851851851852
"777","12",2020,"Coho","U","Sep","12",18517,10.8425925925926
"778","13",2020,"Coho","M","Sep","12",18517,11.6470588235294
"779","05",2020,"Coho",NA,"Sep","13",18518,57.171884229179
"780","05",2020,"Coho","M","Sep","13",18518,1100.5587714117
"781","06",2020,"Coho","M","Sep","13",18518,113.411057692308
"782","07",2020,"Coho","M","Sep","13",18518,39.891156462585
"783","07",2020,"Coho","U","Sep","13",18518,119.673469387755
"784","09",2020,"Coho",NA,"Sep","13",18518,7.64705882352941
"785","09",2020,"Coho","M","Sep","13",18518,7.64705882352941
"786","10",2020,"Coho",NA,"Sep","13",18518,19.949892627058
"787","10",2020,"Coho","M","Sep","13",18518,249.373657838225
"788","10",2020,"Coho","U","Sep","13",18518,129.674302075877
"789","11",2020,"Coho",NA,"Sep","13",18518,11.2777777777778
"790","11",2020,"Coho","M","Sep","13",18518,22.5555555555556
"791","12",2020,"Coho","U","Sep","13",18518,10.8425925925926
"792","13",2020,"Coho","M","Sep","13",18518,11.6470588235294
"793","05",2020,"Coho",NA,"Sep","14",18519,57.171884229179
"794","05",2020,"Coho","M","Sep","14",18519,929.043118724158
"795","06",2020,"Coho","M","Sep","14",18519,82.4807692307693
"796","07",2020,"Coho",NA,"Sep","14",18519,10.1197604790419
"797","07",2020,"Coho","M","Sep","14",18519,20.2395209580838
"798","07",2020,"Coho","U","Sep","14",18519,91.0778443113773
"799","09",2020,"Coho","M","Sep","14",18519,50.46875
"800","10",2020,"Coho",NA,"Sep","14",18519,19.949892627058
"801","10",2020,"Coho","M","Sep","14",18519,209.473872584109
"802","10",2020,"Coho","U","Sep","14",18519,129.674302075877
"803","11",2020,"Coho","M","Sep","14",18519,22.5555555555556
"804","11",2020,"Coho","U","Sep","14",18519,22.5555555555556
"805","12",2020,"Coho",NA,"Sep","14",18519,43.3703703703704
"806","12",2020,"Coho","M","Sep","14",18519,54.212962962963
"807","05",2020,"Coho",NA,"Sep","15",18520,42.8789131718842
"808","05",2020,"Coho","M","Sep","15",18520,929.043118724158
"809","06",2020,"Coho","M","Sep","15",18520,10.3100961538462
"810","07",2020,"Coho",NA,"Sep","15",18520,30.3592814371258
"811","07",2020,"Coho","M","Sep","15",18520,10.1197604790419
"812","07",2020,"Coho","U","Sep","15",18520,131.556886227545
"813","09",2020,"Coho",NA,"Sep","15",18520,10.09375
"814","09",2020,"Coho","M","Sep","15",18520,70.65625
"815","10",2020,"Coho","M","Sep","15",18520,279.298496778812
"816","10",2020,"Coho","U","Sep","15",18520,269.323550465283
"817","11",2020,"Coho","M","Sep","15",18520,33.8333333333333
"818","12",2020,"Coho","M","Sep","15",18520,32.5277777777778
"819","12",2020,"Coho","U","Sep","15",18520,10.8425925925926
"820","05",2020,"Coho",NA,"Sep","16",18521,28.5859421145895
"821","05",2020,"Coho","M","Sep","16",18521,1043.38688718252
"822","06",2020,"Coho",NA,"Sep","16",18521,10.3100961538462
"823","06",2020,"Coho","M","Sep","16",18521,123.721153846154
"824","07",2020,"Coho","M","Sep","16",18521,80.9580838323354
"825","07",2020,"Coho","U","Sep","16",18521,141.676646706587
"826","09",2020,"Coho",NA,"Sep","16",18521,20.1875
"827","09",2020,"Coho","M","Sep","16",18521,70.65625
"828","10",2020,"Coho",NA,"Sep","16",18521,9.97494631352899
"829","10",2020,"Coho","M","Sep","16",18521,418.947745168218
"830","10",2020,"Coho","U","Sep","16",18521,209.473872584109
"831","11",2020,"Coho","M","Sep","16",18521,56.3888888888889
"832","11",2020,"Coho","U","Sep","16",18521,11.2777777777778
"833","12",2020,"Coho",NA,"Sep","16",18521,32.5277777777778
"834","13",2020,"Coho","M","Sep","16",18521,23.2941176470588
"835","05",2020,"Coho",NA,"Sep","17",18522,28.5859421145895
"836","05",2020,"Coho","M","Sep","17",18522,1014.80094506793
"837","06",2020,"Coho","M","Sep","17",18522,61.8605769230769
"838","07",2020,"Coho",NA,"Sep","17",18522,20.2395209580838
"839","07",2020,"Coho","M","Sep","17",18522,10.1197604790419
"840","07",2020,"Coho","U","Sep","17",18522,80.9580838323354
"841","09",2020,"Coho","M","Sep","17",18522,111.03125
"842","09",2020,"Coho","U","Sep","17",18522,10.09375
"843","10",2020,"Coho","M","Sep","17",18522,229.423765211167
"844","10",2020,"Coho","U","Sep","17",18522,249.373657838225
"845","11",2020,"Coho","M","Sep","17",18522,22.5555555555556
"846","12",2020,"Coho","M","Sep","17",18522,32.5277777777778
"847","12",2020,"Coho","U","Sep","17",18522,10.8425925925926
"848","13",2020,"Coho","M","Sep","17",18522,23.2941176470588
"849","05",2020,"Coho",NA,"Sep","18",18523,57.171884229179
"850","05",2020,"Coho","M","Sep","18",18523,1086.2658003544
"851","06",2020,"Coho",NA,"Sep","18",18523,20.6201923076923
"852","06",2020,"Coho","M","Sep","18",18523,92.7908653846154
"853","07",2020,"Coho",NA,"Sep","18",18523,20.2395209580838
"854","07",2020,"Coho","M","Sep","18",18523,80.9580838323354
"855","07",2020,"Coho","U","Sep","18",18523,91.0778443113773
"856","09",2020,"Coho",NA,"Sep","18",18523,30.28125
"857","09",2020,"Coho","M","Sep","18",18523,90.84375
"858","09",2020,"Coho","U","Sep","18",18523,30.28125
"859","10",2020,"Coho","M","Sep","18",18523,289.273443092341
"860","10",2020,"Coho","U","Sep","18",18523,239.398711524696
"861","11",2020,"Coho","M","Sep","18",18523,22.5555555555556
"862","11",2020,"Coho","U","Sep","18",18523,33.8333333333333
"863","12",2020,"Coho","M","Sep","18",18523,21.6851851851852
"864","05",2020,"Coho",NA,"Sep","19",18524,71.4648552864737
"865","05",2020,"Coho","M","Sep","19",18524,1443.59007678677
"866","06",2020,"Coho","M","Sep","19",18524,123.721153846154
"867","06",2020,"Coho","U","Sep","19",18524,20.6201923076923
"868","07",2020,"Coho",NA,"Sep","19",18524,40.4790419161677
"869","07",2020,"Coho","M","Sep","19",18524,60.7185628742515
"870","07",2020,"Coho","U","Sep","19",18524,212.51497005988
"871","09",2020,"Coho",NA,"Sep","19",18524,10.09375
"872","09",2020,"Coho","M","Sep","19",18524,211.96875
"873","09",2020,"Coho","U","Sep","19",18524,40.375
"874","10",2020,"Coho",NA,"Sep","19",18524,49.874731567645
"875","10",2020,"Coho","M","Sep","19",18524,319.198282032928
"876","10",2020,"Coho","U","Sep","19",18524,289.273443092341
"877","11",2020,"Coho","M","Sep","19",18524,56.3888888888889
"878","12",2020,"Coho","M","Sep","19",18524,43.3703703703704
"879","13",2020,"Coho","M","Sep","19",18524,11.6470588235294
"880","05",2020,"Coho",NA,"Sep","20",18525,128.636739515653
"881","05",2020,"Coho","M","Sep","20",18525,671.769639692853
"882","05",2020,"Coho","U","Sep","20",18525,28.5859421145895
