"","area_code","survey_datetime","year","yr","month","m","day","day_of_week","week_day_type","time_step","anglers","coho_total_kept","kept_coho_ad_rate","coho_kept_ad","coho_total_released","coho_total_encounters","coho_kept_per_angler","coho_kept_ad_per_angler","coho_released_per_angler","coho_encounters_per_angler"
"6083","11","2015-02-03",2015,"2015",2,"Feb",3,"Tue","wkday",1,10,0,0,0,0,0,0,0,0,0
"6084","11","2015-02-05",2015,"2015",2,"Feb",5,"Thu","wkday",1,6,0,0,0,0,0,0,0,0,0
"6085","11","2015-02-06",2015,"2015",2,"Feb",6,"Fri","wkend",1,4,0,0,0,0,0,0,0,0,0
"6086","11","2015-02-07",2015,"2015",2,"Feb",7,"Sat","wkend",1,3,0,0,0,0,0,0,0,0,0
"6087","11","2015-02-08",2015,"2015",2,"Feb",8,"Sun","wkend",1,21,0,0,0,0,0,0,0,0,0
"6088","11","2015-02-09",2015,"2015",2,"Feb",9,"Mon","wkday",1,8,0,0,0,0,0,0,0,0,0
"6089","11","2015-02-13",2015,"2015",2,"Feb",13,"Fri","wkend",1,9,0,0,0,0,0,0,0,0,0
"6090","11","2015-02-14",2015,"2015",2,"Feb",14,"Sat","wkend",1,21,0,0,0,0,0,0,0,0,0
"6091","11","2015-02-15",2015,"2015",2,"Feb",15,"Sun","wkend",1,9,0,0,0,0,0,0,0,0,0
"6092","11","2015-02-20",2015,"2015",2,"Feb",20,"Fri","wkend",1,7,0,0,0,0,0,0,0,0,0
"6093","11","2015-02-21",2015,"2015",2,"Feb",21,"Sat","wkend",1,2,0,0,0,0,0,0,0,0,0
"6094","11","2015-02-22",2015,"2015",2,"Feb",22,"Sun","wkend",1,17,0,0,0,0,0,0,0,0,0
"6095","11","2015-02-23",2015,"2015",2,"Feb",23,"Mon","wkday",1,4,0,0,0,0,0,0,0,0,0
"6096","11","2015-02-27",2015,"2015",2,"Feb",27,"Fri","wkend",1,4,0,0,0,0,0,0,0,0,0
"6097","11","2015-02-28",2015,"2015",2,"Feb",28,"Sat","wkend",1,11,0,0,0,0,0,0,0,0,0
"6098","11","2015-03-01",2015,"2015",3,"Mar",1,"Sun","wkend",1,30,0,0,0,0,0,0,0,0,0
"6099","11","2015-03-02",2015,"2015",3,"Mar",2,"Mon","wkday",1,3,0,0,0,0,0,0,0,0,0
"6100","11","2015-03-03",2015,"2015",3,"Mar",3,"Tue","wkday",1,2,0,0,0,0,0,0,0,0,0
"6101","11","2015-03-04",2015,"2015",3,"Mar",4,"Wed","wkday",1,6,0,0,0,0,0,0,0,0,0
"6102","11","2015-03-06",2015,"2015",3,"Mar",6,"Fri","wkend",1,15,0,0,0,0,0,0,0,0,0
"6103","11","2015-03-07",2015,"2015",3,"Mar",7,"Sat","wkend",1,28,0,0,0,0,0,0,0,0,0
"6104","11","2015-03-08",2015,"2015",3,"Mar",8,"Sun","wkend",1,33,0,0,0,0,0,0,0,0,0
"6105","11","2015-03-10",2015,"2015",3,"Mar",10,"Tue","wkday",1,2,0,0,0,0,0,0,0,0,0
"6106","11","2015-03-12",2015,"2015",3,"Mar",12,"Thu","wkday",1,4,0,0,0,0,0,0,0,0,0
"6107","11","2015-03-13",2015,"2015",3,"Mar",13,"Fri","wkend",1,12,0,0,0,0,0,0,0,0,0
"6108","11","2015-03-15",2015,"2015",3,"Mar",15,"Sun","wkend",1,2,0,0,0,0,0,0,0,0,0
"6109","11","2015-03-16",2015,"2015",3,"Mar",16,"Mon","wkday",1,9,0,0,0,0,0,0,0,0,0
"6110","11","2015-03-17",2015,"2015",3,"Mar",17,"Tue","wkday",1,2,0,0,0,0,0,0,0,0,0
"6111","11","2015-03-18",2015,"2015",3,"Mar",18,"Wed","wkday",1,7,0,0,0,0,0,0,0,0,0
"6112","11","2015-03-20",2015,"2015",3,"Mar",20,"Fri","wkend",1,5,0,0,0,0,0,0,0,0,0
"6113","11","2015-03-22",2015,"2015",3,"Mar",22,"Sun","wkend",1,16,0,0,0,0,0,0,0,0,0
"6114","11","2015-03-23",2015,"2015",3,"Mar",23,"Mon","wkday",1,1,0,0,0,0,0,0,0,0,0
"6115","11","2015-03-27",2015,"2015",3,"Mar",27,"Fri","wkend",1,5,0,0,0,0,0,0,0,0,0
"6116","11","2015-03-28",2015,"2015",3,"Mar",28,"Sat","wkend",1,10,0,0,0,0,0,0,0,0,0
"6117","11","2015-03-29",2015,"2015",3,"Mar",29,"Sun","wkend",1,19,0,0,0,0,0,0,0,0,0
"6118","11","2015-03-30",2015,"2015",3,"Mar",30,"Mon","wkday",1,1,0,0,0,0,0,0,0,0,0
"6119","11","2015-03-31",2015,"2015",3,"Mar",31,"Tue","wkday",1,1,0,0,0,0,0,0,0,0,0
"6120","11","2015-04-01",2015,"2015",4,"Apr",1,"Wed","wkday",1,1,0,0,0,0,0,0,0,0,0
"6121","11","2015-04-02",2015,"2015",4,"Apr",2,"Thu","wkday",1,6,0,0,0,0,0,0,0,0,0
"6122","11","2015-04-03",2015,"2015",4,"Apr",3,"Fri","wkend",1,1,0,0,0,0,0,0,0,0,0
"6123","11","2015-04-04",2015,"2015",4,"Apr",4,"Sat","wkend",1,20,0,0,0,0,0,0,0,0,0
"6124","11","2015-04-05",2015,"2015",4,"Apr",5,"Sun","wkend",1,14,0,0,0,0,0,0,0,0,0
"6125","11","2015-04-06",2015,"2015",4,"Apr",6,"Mon","wkday",1,3,0,0,0,0,0,0,0,0,0
"6126","11","2015-04-08",2015,"2015",4,"Apr",8,"Wed","wkday",1,3,0,0,0,0,0,0,0,0,0
"6127","11","2015-04-10",2015,"2015",4,"Apr",10,"Fri","wkend",1,5,0,0,0,0,0,0,0,0,0
"6128","11","2015-04-11",2015,"2015",4,"Apr",11,"Sat","wkend",1,11,0,0,0,0,0,0,0,0,0
"6129","11","2015-04-12",2015,"2015",4,"Apr",12,"Sun","wkend",1,17,0,0,0,0,0,0,0,0,0
"6130","11","2015-04-15",2015,"2015",4,"Apr",15,"Wed","wkday",1,1,0,0,0,0,0,0,0,0,0
"6131","11","2015-04-16",2015,"2015",4,"Apr",16,"Thu","wkday",1,11,0,0,0,0,0,0,0,0,0
"6132","11","2015-04-17",2015,"2015",4,"Apr",17,"Fri","wkend",1,9,0,0,0,0,0,0,0,0,0
"6133","11","2015-04-18",2015,"2015",4,"Apr",18,"Sat","wkend",1,11,0,0,0,0,0,0,0,0,0
"6134","11","2015-04-19",2015,"2015",4,"Apr",19,"Sun","wkend",1,42,0,0,0,0,0,0,0,0,0
"6135","11","2015-04-20",2015,"2015",4,"Apr",20,"Mon","wkday",1,11,0,0,0,0,0,0,0,0,0
"6136","11","2015-04-21",2015,"2015",4,"Apr",21,"Tue","wkday",1,7,0,0,0,0,0,0,0,0,0
"6137","11","2015-04-22",2015,"2015",4,"Apr",22,"Wed","wkday",1,1,0,0,0,0,0,0,0,0,0
"6138","11","2015-04-24",2015,"2015",4,"Apr",24,"Fri","wkend",1,1,0,0,0,0,0,0,0,0,0
"6139","11","2015-04-25",2015,"2015",4,"Apr",25,"Sat","wkend",1,18,0,0,0,0,0,0,0,0,0
"6140","11","2015-04-26",2015,"2015",4,"Apr",26,"Sun","wkend",1,22,0,0,0,0,0,0,0,0,0
"6141","11","2015-04-27",2015,"2015",4,"Apr",27,"Mon","wkday",1,9,0,0,0,0,0,0,0,0,0
"6142","11","2015-04-30",2015,"2015",4,"Apr",30,"Thu","wkday",1,14,0,0,0,0,0,0,0,0,0
"6143","11","2015-05-01",2015,"2015",5,"May",1,"Fri","wkend",1,22,0,0,0,0,0,0,0,0,0
"6144","11","2015-05-02",2015,"2015",5,"May",2,"Sat","wkend",1,50,0,0,0,0,0,0,0,0,0
"6145","11","2015-05-03",2015,"2015",5,"May",3,"Sun","wkend",1,19,0,0,0,0,0,0,0,0,0
"6146","11","2015-05-04",2015,"2015",5,"May",4,"Mon","wkday",1,4,0,0,0,0,0,0,0,0,0
"6147","11","2015-05-08",2015,"2015",5,"May",8,"Fri","wkend",1,1,0,0,0,0,0,0,0,0,0
"6148","11","2015-05-09",2015,"2015",5,"May",9,"Sat","wkend",1,20,0,0,0,0,0,0,0,0,0
"6149","11","2015-05-10",2015,"2015",5,"May",10,"Sun","wkend",1,13,0,0,0,0,0,0,0,0,0
"6150","11","2015-05-11",2015,"2015",5,"May",11,"Mon","wkday",1,5,0,0,0,0,0,0,0,0,0
"6151","11","2015-05-16",2015,"2015",5,"May",16,"Sat","wkend",1,5,0,0,0,0,0,0,0,0,0
"6152","11","2015-05-18",2015,"2015",5,"May",18,"Mon","wkday",1,2,0,0,0,0,0,0,0,0,0
"6153","11","2015-05-19",2015,"2015",5,"May",19,"Tue","wkday",1,1,0,0,0,0,0,0,0,0,0
"6154","11","2015-05-22",2015,"2015",5,"May",22,"Fri","wkend",1,3,0,0,0,0,0,0,0,0,0
"6155","11","2015-05-24",2015,"2015",5,"May",24,"Sun","wkend",1,4,0,0,0,0,0,0,0,0,0
"6156","11","2015-05-28",2015,"2015",5,"May",28,"Thu","wkday",1,1,0,0,0,0,0,0,0,0,0
"6157","11","2015-05-29",2015,"2015",5,"May",29,"Fri","wkend",1,4,0,0,0,0,0,0,0,0,0
"6158","11","2015-05-30",2015,"2015",5,"May",30,"Sat","wkend",1,3,0,0,0,0,0,0,0,0,0
"6159","11","2015-05-31",2015,"2015",5,"May",31,"Sun","wkend",1,8,0,0,0,0,0,0,0,0,0
"6160","11","2015-06-01",2015,"2015",6,"Jun",1,"Mon","wkday",1,108,0,0,0,0,0,0,0,0,0
"6161","11","2015-06-02",2015,"2015",6,"Jun",2,"Tue","wkday",1,13,0,0,0,0,0,0,0,0,0
"6162","11","2015-06-04",2015,"2015",6,"Jun",4,"Thu","wkday",1,6,0,0,0,0,0,0,0,0,0
"6163","11","2015-06-05",2015,"2015",6,"Jun",5,"Fri","wkend",1,14,0,0,0,0,0,0,0,0,0
"6164","11","2015-06-06",2015,"2015",6,"Jun",6,"Sat","wkend",1,84,0,0,0,0,0,0,0,0,0
"6165","11","2015-06-07",2015,"2015",6,"Jun",7,"Sun","wkend",1,123,0,0,0,0,0,0,0,0,0
"6166","11","2015-06-11",2015,"2015",6,"Jun",11,"Thu","wkday",1,43,0,0,0,0,0,0,0,0,0
"6167","11","2015-06-12",2015,"2015",6,"Jun",12,"Fri","wkend",1,87,0,0,0,1,1,0,0,0.0114942528735632,0.0114942528735632
"6168","11","2015-06-13",2015,"2015",6,"Jun",13,"Sat","wkend",1,132,0,0,0,0,0,0,0,0,0
"6169","11","2015-06-14",2015,"2015",6,"Jun",14,"Sun","wkend",1,2,0,0,0,0,0,0,0,0,0
"6170","11","2015-06-16",2015,"2015",6,"Jun",16,"Tue","wkday",1,26,0,0,0,0,0,0,0,0,0
"6171","11","2015-06-17",2015,"2015",6,"Jun",17,"Wed","wkday",1,23,0,0,0,0,0,0,0,0,0
"6172","11","2015-06-18",2015,"2015",6,"Jun",18,"Thu","wkday",1,2,0,0,0,0,0,0,0,0,0
"6173","11","2015-06-19",2015,"2015",6,"Jun",19,"Fri","wkend",1,29,0,0,0,0,0,0,0,0,0
"6174","11","2015-06-20",2015,"2015",6,"Jun",20,"Sat","wkend",1,74,0,0,0,0,0,0,0,0,0
"6175","11","2015-06-21",2015,"2015",6,"Jun",21,"Sun","wkend",1,27,0,0,0,0,0,0,0,0,0
"6176","11","2015-06-22",2015,"2015",6,"Jun",22,"Mon","wkday",1,28,0,0,0,0,0,0,0,0,0
"6177","11","2015-06-23",2015,"2015",6,"Jun",23,"Tue","wkday",1,47,0,0,0,0,0,0,0,0,0
"6178","11","2015-06-24",2015,"2015",6,"Jun",24,"Wed","wkday",1,17,0,0,0,0,0,0,0,0,0
"6179","11","2015-06-25",2015,"2015",6,"Jun",25,"Thu","wkday",1,42,0,0,0,0,0,0,0,0,0
"6180","11","2015-06-26",2015,"2015",6,"Jun",26,"Fri","wkend",1,45,0,0,0,0,0,0,0,0,0
"6181","11","2015-06-27",2015,"2015",6,"Jun",27,"Sat","wkend",1,111,2,1,2,1,3,0.018018018018018,0.018018018018018,0.00900900900900901,0.027027027027027
"6182","11","2015-06-28",2015,"2015",6,"Jun",28,"Sun","wkend",1,63,0,0,0,0,0,0,0,0,0
"6183","11","2015-06-29",2015,"2015",6,"Jun",29,"Mon","wkday",1,17,0,0,0,0,0,0,0,0,0
"6184","11","2015-06-30",2015,"2015",6,"Jun",30,"Tue","wkday",1,12,0,0,0,0,0,0,0,0,0
"6185","11","2015-07-01",2015,"2015",7,"Jul",1,"Wed","wkday",2,26,0,0,0,1,1,0,0,0.0384615384615385,0.0384615384615385
"6186","11","2015-07-02",2015,"2015",7,"Jul",2,"Thu","wkday",2,51,0,0,0,0,0,0,0,0,0
"6187","11","2015-07-03",2015,"2015",7,"Jul",3,"Fri","wkend",2,188,0,0,0,2,2,0,0,0.0106382978723404,0.0106382978723404
"6188","11","2015-07-05",2015,"2015",7,"Jul",5,"Sun","wkend",2,91,0,0,0,0,0,0,0,0,0
"6189","11","2015-07-06",2015,"2015",7,"Jul",6,"Mon","wkday",2,18,0,0,0,0,0,0,0,0,0
"6190","11","2015-07-07",2015,"2015",7,"Jul",7,"Tue","wkday",2,65,0,0,0,0,0,0,0,0,0
"6191","11","2015-07-08",2015,"2015",7,"Jul",8,"Wed","wkday",2,18,0,0,0,0,0,0,0,0,0
"6192","11","2015-07-09",2015,"2015",7,"Jul",9,"Thu","wkday",2,11,0,0,0,0,0,0,0,0,0
"6193","11","2015-07-10",2015,"2015",7,"Jul",10,"Fri","wkend",2,96,0,0,0,1,1,0,0,0.0104166666666667,0.0104166666666667
"6194","11","2015-07-11",2015,"2015",7,"Jul",11,"Sat","wkend",2,209,0,0,0,1,1,0,0,0.00478468899521531,0.00478468899521531
"6195","11","2015-07-12",2015,"2015",7,"Jul",12,"Sun","wkend",2,34,0,0,0,0,0,0,0,0,0
"6196","11","2015-07-13",2015,"2015",7,"Jul",13,"Mon","wkday",2,76,0,0,0,0,0,0,0,0,0
"6197","11","2015-07-16",2015,"2015",7,"Jul",16,"Thu","wkday",2,74,0,0,0,1,1,0,0,0.0135135135135135,0.0135135135135135
"6198","11","2015-07-17",2015,"2015",7,"Jul",17,"Fri","wkend",2,121,0,0,0,0,0,0,0,0,0
"6199","11","2015-07-18",2015,"2015",7,"Jul",18,"Sat","wkend",2,227,1,1,1,1,2,0.00440528634361234,0.00440528634361234,0.00440528634361234,0.00881057268722467
"6200","11","2015-07-19",2015,"2015",7,"Jul",19,"Sun","wkend",2,23,0,0,0,1,1,0,0,0.0434782608695652,0.0434782608695652
"6201","11","2015-07-20",2015,"2015",7,"Jul",20,"Mon","wkday",2,18,0,0,0,0,0,0,0,0,0
"6202","11","2015-07-21",2015,"2015",7,"Jul",21,"Tue","wkday",2,73,0,0,0,0,0,0,0,0,0
"6203","11","2015-07-22",2015,"2015",7,"Jul",22,"Wed","wkday",2,73,0,0,0,1,1,0,0,0.0136986301369863,0.0136986301369863
"6204","11","2015-07-23",2015,"2015",7,"Jul",23,"Thu","wkday",2,82,1,1,1,2,3,0.0121951219512195,0.0121951219512195,0.024390243902439,0.0365853658536585
"6205","11","2015-07-24",2015,"2015",7,"Jul",24,"Fri","wkend",2,177,0,0,0,1,1,0,0,0.00564971751412429,0.00564971751412429
"6206","11","2015-07-25",2015,"2015",7,"Jul",25,"Sat","wkend",2,81,0,0,0,0,0,0,0,0,0
"6207","11","2015-07-26",2015,"2015",7,"Jul",26,"Sun","wkend",2,195,0,0,0,2,2,0,0,0.0102564102564103,0.0102564102564103
"6208","11","2015-07-27",2015,"2015",7,"Jul",27,"Mon","wkday",2,118,0,0,0,0,0,0,0,0,0
"6209","11","2015-07-28",2015,"2015",7,"Jul",28,"Tue","wkday",2,190,0,0,0,0,0,0,0,0,0
"6210","11","2015-07-29",2015,"2015",7,"Jul",29,"Wed","wkday",2,2,0,0,0,0,0,0,0,0,0
"6211","11","2015-07-30",2015,"2015",7,"Jul",30,"Thu","wkday",2,54,0,0,0,3,3,0,0,0.0555555555555556,0.0555555555555556
"6212","11","2015-07-31",2015,"2015",7,"Jul",31,"Fri","wkend",2,75,0,0,0,0,0,0,0,0,0
"6213","11","2015-08-01",2015,"2015",8,"Aug",1,"Sat","wkend",3,567,3,1,3,8,11,0.00529100529100529,0.00529100529100529,0.0141093474426808,0.0194003527336861
"6214","11","2015-08-02",2015,"2015",8,"Aug",2,"Sun","wkend",3,537,3,0.666666666666667,2,5,8,0.00558659217877095,0.0037243947858473,0.00931098696461825,0.0148975791433892
"6215","11","2015-08-03",2015,"2015",8,"Aug",3,"Mon","wkday",3,35,1,0,0,1,2,0.0285714285714286,0,0.0285714285714286,0.0571428571428571
"6216","11","2015-08-04",2015,"2015",8,"Aug",4,"Tue","wkday",3,120,1,1,1,0,1,0.00833333333333333,0.00833333333333333,0,0.00833333333333333
"6217","11","2015-08-05",2015,"2015",8,"Aug",5,"Wed","wkday",3,167,1,1,1,0,1,0.00598802395209581,0.00598802395209581,0,0.00598802395209581
"6218","11","2015-08-06",2015,"2015",8,"Aug",6,"Thu","wkday",3,309,0,0,0,2,2,0,0,0.00647249190938511,0.00647249190938511
"6219","11","2015-08-07",2015,"2015",8,"Aug",7,"Fri","wkend",3,342,0,0,0,5,5,0,0,0.0146198830409357,0.0146198830409357
"6220","11","2015-08-08",2015,"2015",8,"Aug",8,"Sat","wkend",3,101,1,0,0,4,5,0.0099009900990099,0,0.0396039603960396,0.0495049504950495
"6221","11","2015-08-09",2015,"2015",8,"Aug",9,"Sun","wkend",3,317,0,0,0,9,9,0,0,0.028391167192429,0.028391167192429
"6222","11","2015-08-10",2015,"2015",8,"Aug",10,"Mon","wkday",3,42,0,0,0,0,0,0,0,0,0
"6223","11","2015-08-11",2015,"2015",8,"Aug",11,"Tue","wkday",3,126,1,1,1,2,3,0.00793650793650794,0.00793650793650794,0.0158730158730159,0.0238095238095238
"6224","11","2015-08-12",2015,"2015",8,"Aug",12,"Wed","wkday",3,178,1,0,0,4,5,0.00561797752808989,0,0.0224719101123595,0.0280898876404494
"6225","11","2015-08-13",2015,"2015",8,"Aug",13,"Thu","wkday",3,137,1,0,0,0,1,0.0072992700729927,0,0,0.0072992700729927
"6226","11","2015-08-14",2015,"2015",8,"Aug",14,"Fri","wkend",3,79,2,0,0,2,4,0.0253164556962025,0,0.0253164556962025,0.0506329113924051
"6227","11","2015-08-15",2015,"2015",8,"Aug",15,"Sat","wkend",3,610,1,1,1,4,5,0.00163934426229508,0.00163934426229508,0.00655737704918033,0.00819672131147541
"6228","11","2015-08-16",2015,"2015",8,"Aug",16,"Sun","wkend",3,229,5,0.2,1,1,6,0.0218340611353712,0.00436681222707424,0.00436681222707424,0.0262008733624454
"6229","11","2015-08-17",2015,"2015",8,"Aug",17,"Mon","wkday",3,160,0,0,0,1,1,0,0,0.00625,0.00625
"6230","11","2015-08-18",2015,"2015",8,"Aug",18,"Tue","wkday",3,183,7,0.571428571428571,4,2,9,0.0382513661202186,0.0218579234972678,0.0109289617486339,0.0491803278688525
"6231","11","2015-08-19",2015,"2015",8,"Aug",19,"Wed","wkday",3,42,8,0.75,6,1,9,0.19047619047619,0.142857142857143,0.0238095238095238,0.214285714285714
"6232","11","2015-08-20",2015,"2015",8,"Aug",20,"Thu","wkday",3,214,0,0,0,2,2,0,0,0.00934579439252336,0.00934579439252336
"6233","11","2015-08-21",2015,"2015",8,"Aug",21,"Fri","wkend",3,223,6,0.5,3,0,6,0.0269058295964126,0.0134529147982063,0,0.0269058295964126
"6234","11","2015-08-22",2015,"2015",8,"Aug",22,"Sat","wkend",3,387,9,0.666666666666667,6,4,13,0.0232558139534884,0.0155038759689922,0.0103359173126615,0.0335917312661499
"6235","11","2015-08-23",2015,"2015",8,"Aug",23,"Sun","wkend",3,465,22,0.636363636363636,14,4,26,0.0473118279569892,0.0301075268817204,0.00860215053763441,0.0559139784946237
"6236","11","2015-08-24",2015,"2015",8,"Aug",24,"Mon","wkday",3,43,8,0.625,5,0,8,0.186046511627907,0.116279069767442,0,0.186046511627907
"6237","11","2015-08-25",2015,"2015",8,"Aug",25,"Tue","wkday",3,97,9,0.777777777777778,7,1,10,0.0927835051546392,0.0721649484536082,0.0103092783505155,0.103092783505155
"6238","11","2015-08-26",2015,"2015",8,"Aug",26,"Wed","wkday",3,27,5,0.4,2,0,5,0.185185185185185,0.0740740740740741,0,0.185185185185185
"6239","11","2015-08-27",2015,"2015",8,"Aug",27,"Thu","wkday",3,42,3,0.666666666666667,2,2,5,0.0714285714285714,0.0476190476190476,0.0476190476190476,0.119047619047619
"6240","11","2015-08-28",2015,"2015",8,"Aug",28,"Fri","wkend",3,165,14,0.642857142857143,9,3,17,0.0848484848484849,0.0545454545454545,0.0181818181818182,0.103030303030303
"6241","11","2015-08-29",2015,"2015",8,"Aug",29,"Sat","wkend",3,74,1,0,0,2,3,0.0135135135135135,0,0.027027027027027,0.0405405405405405
"6242","11","2015-08-30",2015,"2015",8,"Aug",30,"Sun","wkend",3,49,0,0,0,0,0,0,0,0,0
"6243","11","2015-08-31",2015,"2015",8,"Aug",31,"Mon","wkday",3,9,1,1,1,0,1,0.111111111111111,0.111111111111111,0,0.111111111111111
"6244","11","2015-09-02",2015,"2015",9,"Sep",2,"Wed","wkday",4,86,7,1,7,3,10,0.0813953488372093,0.0813953488372093,0.0348837209302326,0.116279069767442
"6245","11","2015-09-03",2015,"2015",9,"Sep",3,"Thu","wkday",4,67,2,0.5,1,0,2,0.0298507462686567,0.0149253731343284,0,0.0298507462686567
"6246","11","2015-09-04",2015,"2015",9,"Sep",4,"Fri","wkend",4,157,16,0.733333333333333,11.7333333333333,10,26,0.101910828025478,0.0747346072186836,0.0636942675159236,0.165605095541401
"6247","11","2015-09-05",2015,"2015",9,"Sep",5,"Sat","wkend",4,271,33,0.757575757575758,25,1,34,0.121771217712177,0.0922509225092251,0.003690036900369,0.125461254612546
"6248","11","2015-09-06",2015,"2015",9,"Sep",6,"Sun","wkend",4,22,3,0.666666666666667,2,0,3,0.136363636363636,0.0909090909090909,0,0.136363636363636
"6249","11","2015-09-08",2015,"2015",9,"Sep",8,"Tue","wkday",4,3,1,1,1,0,1,0.333333333333333,0.333333333333333,0,0.333333333333333
"6250","11","2015-09-09",2015,"2015",9,"Sep",9,"Wed","wkday",4,48,4,0.75,3,3,7,0.0833333333333333,0.0625,0.0625,0.145833333333333
"6251","11","2015-09-10",2015,"2015",9,"Sep",10,"Thu","wkday",4,106,25,0.64,16,0,25,0.235849056603774,0.150943396226415,0,0.235849056603774
"6252","11","2015-09-11",2015,"2015",9,"Sep",11,"Fri","wkend",4,86,6,0.833333333333333,5,9,15,0.0697674418604651,0.0581395348837209,0.104651162790698,0.174418604651163
"6253","11","2015-09-12",2015,"2015",9,"Sep",12,"Sat","wkend",4,34,7,0.714285714285714,5,2,9,0.205882352941176,0.147058823529412,0.0588235294117647,0.264705882352941
"6254","11","2015-09-13",2015,"2015",9,"Sep",13,"Sun","wkend",4,120,6,0.5,3,4,10,0.05,0.025,0.0333333333333333,0.0833333333333333
"6255","11","2015-09-14",2015,"2015",9,"Sep",14,"Mon","wkday",4,34,9,0.666666666666667,6,2,11,0.264705882352941,0.176470588235294,0.0588235294117647,0.323529411764706
"6256","11","2015-09-16",2015,"2015",9,"Sep",16,"Wed","wkday",4,2,0,0,0,0,0,0,0,0,0
"6257","11","2015-09-17",2015,"2015",9,"Sep",17,"Thu","wkday",4,33,6,0.666666666666667,4,0,6,0.181818181818182,0.121212121212121,0,0.181818181818182
"6258","11","2015-09-18",2015,"2015",9,"Sep",18,"Fri","wkend",4,57,7,1,7,7,14,0.12280701754386,0.12280701754386,0.12280701754386,0.245614035087719
"6259","11","2015-09-19",2015,"2015",9,"Sep",19,"Sat","wkend",4,150,23,0.608695652173913,14,27,50,0.153333333333333,0.0933333333333333,0.18,0.333333333333333
"6260","11","2015-09-20",2015,"2015",9,"Sep",20,"Sun","wkend",4,42,6,0.666666666666667,4,0,6,0.142857142857143,0.0952380952380952,0,0.142857142857143
"6261","11","2015-09-21",2015,"2015",9,"Sep",21,"Mon","wkday",4,27,11,0.545454545454545,6,4,15,0.407407407407407,0.222222222222222,0.148148148148148,0.555555555555556
"6262","11","2015-09-22",2015,"2015",9,"Sep",22,"Tue","wkday",4,75,25,0.64,16,3,28,0.333333333333333,0.213333333333333,0.04,0.373333333333333
"6263","11","2015-09-23",2015,"2015",9,"Sep",23,"Wed","wkday",4,61,31,0.483870967741935,15,4,35,0.508196721311475,0.245901639344262,0.0655737704918033,0.573770491803279
"6264","11","2015-09-24",2015,"2015",9,"Sep",24,"Thu","wkday",4,41,11,0.363636363636364,4,2,13,0.268292682926829,0.0975609756097561,0.0487804878048781,0.317073170731707
"6265","11","2015-09-25",2015,"2015",9,"Sep",25,"Fri","wkend",4,34,16,0.5625,9,8,24,0.470588235294118,0.264705882352941,0.235294117647059,0.705882352941177
"6266","11","2015-09-26",2015,"2015",9,"Sep",26,"Sat","wkend",4,100,16,0.625,10,34,50,0.16,0.1,0.34,0.5
"6267","11","2015-09-27",2015,"2015",9,"Sep",27,"Sun","wkend",4,109,26,0.576923076923077,15,24,50,0.238532110091743,0.137614678899083,0.220183486238532,0.458715596330275
"6268","11","2015-09-28",2015,"2015",9,"Sep",28,"Mon","wkday",4,102,57,0.508771929824561,29,11,68,0.558823529411765,0.284313725490196,0.107843137254902,0.666666666666667
"6269","11","2015-09-29",2015,"2015",9,"Sep",29,"Tue","wkday",4,45,16,0.5625,9,3,19,0.355555555555556,0.2,0.0666666666666667,0.422222222222222
"6270","11","2015-09-30",2015,"2015",9,"Sep",30,"Wed","wkday",4,42,10,0.6,6,0,10,0.238095238095238,0.142857142857143,0,0.238095238095238
"6271","11","2015-10-01",2015,"2015",10,"Oct",1,"Thu","wkday",5,19,2,0.5,1,1,3,0.105263157894737,0.0526315789473684,0.0526315789473684,0.157894736842105
"6272","11","2015-10-02",2015,"2015",10,"Oct",2,"Fri","wkend",5,6,2,0,0,0,2,0.333333333333333,0,0,0.333333333333333
"6273","11","2015-10-03",2015,"2015",10,"Oct",3,"Sat","wkend",5,42,2,0,0,9,11,0.0476190476190476,0,0.214285714285714,0.261904761904762
"6274","11","2015-10-04",2015,"2015",10,"Oct",4,"Sun","wkend",5,94,19,0.684210526315789,13,16,35,0.202127659574468,0.138297872340426,0.170212765957447,0.372340425531915
"6275","11","2015-10-05",2015,"2015",10,"Oct",5,"Mon","wkday",5,22,13,0.769230769230769,10,1,14,0.590909090909091,0.454545454545455,0.0454545454545455,0.636363636363636
"6276","11","2015-10-06",2015,"2015",10,"Oct",6,"Tue","wkday",5,27,3,0,0,2,5,0.111111111111111,0,0.0740740740740741,0.185185185185185
"6277","11","2015-10-07",2015,"2015",10,"Oct",7,"Wed","wkday",5,3,0,0,0,0,0,0,0,0,0
"6278","11","2015-10-08",2015,"2015",10,"Oct",8,"Thu","wkday",5,8,1,1,1,0,1,0.125,0.125,0,0.125
"6279","11","2015-10-09",2015,"2015",10,"Oct",9,"Fri","wkend",5,14,2,1,2,1,3,0.142857142857143,0.142857142857143,0.0714285714285714,0.214285714285714
"6280","11","2015-10-10",2015,"2015",10,"Oct",10,"Sat","wkend",5,19,0,0,0,0,0,0,0,0,0
"6281","11","2015-10-11",2015,"2015",10,"Oct",11,"Sun","wkend",5,36,3,0.333333333333333,1,0,3,0.0833333333333333,0.0277777777777778,0,0.0833333333333333
"6282","11","2015-10-12",2015,"2015",10,"Oct",12,"Mon","wkday",5,20,4,0,0,1,5,0.2,0,0.05,0.25
"6283","11","2015-10-13",2015,"2015",10,"Oct",13,"Tue","wkday",5,6,0,0,0,0,0,0,0,0,0
